no,x,y,shape_labels,video_labels
1,0.899674356,1.1992628574,1,2
1,1.478382349,1.3587684631,1,2
1,1.4465895891,1.069493413,1,2
1,1.0492966175,1.1462535858,1,2
1,0.9293275476,1.2151352167,1,2
1,1.0449326038,1.7295244932,1,2
1,1.3659465313,1.0058583021,1,2
1,2.1634428501,0.7571498752,1,2
1,1.4212844372,0.2153799683,1,2
1,0.981135428,0.9838929772,1,2
1,0.6326881051,-0.310459435,1,2
1,1.2922118902,1.1492379904,1,3
1,1.0788248777,1.7034237385,1,3
1,1.6624553204,0.9080171585,1,3
1,1.7063714266,1.0275717974,1,3
1,1.2096248865,1.4850406647,1,3
1,0.9202589393,1.3297880888,1,3
1,1.8401879072,1.3818206787,1,3
1,1.1253479719,1.6443868876,1,3
1,0.8928152323,0.5277484655,1,3
1,1.4141592979,0.6365337372,1,3
1,0.4252993464,0.3768968582,1,3
1,1.2765160799,0.7321311235,1,3
1,0.6646131277,0.6761233211,1,3
1,0.8252463341,0.1932569891,1,3
1,0.9253756404,0.7883707881,1,3
1,1.3070489168,0.0239171535,1,3
1,1.5480964184,0.2597436309,1,3
1,2.2148342133,0.759288311,1,3
1,2.0137958527,0.7394801974,1,3
1,1.8124798536,1.0899848938,1,3
1,1.2696636915,0.915281713,1,3
1,0.7013418078,1.1887598038,1,3
1,1.3852988482,1.8987262249,1,3
1,1.3205394745,2.1810908318,1,3
1,1.1117800474,1.7663502693,1,3
1,0.9844999909,1.3865705729,1,3
1,1.4219831228,1.5096981525,1,3
1,1.4874712229,1.3667696714,1,3
1,1.5776847601,1.1580566168,1,3
1,1.414637208,1.1948028803,1,3
1,2.1741781235,0.706107378,1,3
1,1.4593648911,1.2133332491,1,3
1,1.5846399069,1.2789340019,1,3
1,1.8749016523,1.3074690104,1,3
1,1.8209632635,1.3233392239,1,3
1,1.6039232016,0.8493354321,1,3
1,1.4525117874,1.2349824905,1,3
1,1.5407506227,1.2605031729,1,3
1,1.0932178497,0.5692423582,1,3
1,1.1618773937,0.8791888356,1,3
1,1.4411443472,1.1942168474,1,3
1,1.2615350485,0.7767837644,1,3
1,1.2175637484,1.3960113525,1,3
1,1.5346515179,1.1280800104,1,3
1,1.6815952063,1.5721348524,1,3
1,1.0578371286,0.9157152772,1,3
1,1.505002141,1.1343399286,1,3
1,1.265968442,1.1400895119,1,3
1,1.4146448374,1.3396577835,1,3
1,1.401774168,0.8597304225,1,3
1,1.3658560514,1.2850608826,1,3
1,1.7358857393,1.2422114611,1,3
1,1.374296546,1.0720889568,1,3
1,1.5311967134,1.244209528,1,3
1,1.6712449789,1.0548323393,1,3
1,1.3882471323,1.030159235,1,3
1,1.6752392054,0.4825592637,1,3
1,1.7693060637,0.2894987464,1,3
1,0.8504809737,1.205534935,1,3
1,1.0666632652,0.5075122118,1,3
1,1.5194784403,1.1821892262,1,4
1,1.6053327322,1.0348461866,1,4
1,1.4709749222,1.2947951555,1,4
1,1.3716207743,1.7231000662,1,4
1,0.6784156561,1.010274291,1,4
1,1.1254740953,0.9763038754,1,4
1,0.9015106559,1.381606102,1,4
1,0.7401739955,1.2901554108,1,4
1,1.3438706398,1.6082599163,1,4
1,1.6692334414,1.0899432898,1,4
1,1.549689889,1.3159070015,1,4
1,1.4051008224,1.1375693083,1,4
1,0.8359819651,0.9024074078,1,4
1,0.9759560227,0.8185733557,1,4
1,1.0922080278,0.4933719039,1,4
1,1.5618816614,1.0058150291,1,4
1,2.213960886,0.7523252964,1,4
1,2.2784941196,1.7467575073,1,4
1,2.5603516102,1.3425710201,1,4
1,1.1015328169,1.5049028397,1,4
1,1.8836437464,2.1643555164,1,4
1,1.2963777781,1.6233581305,1,4
1,1.4792977571,1.6486525536,1,4
1,1.1787843704,1.8484722376,1,4
1,1.6158338785,1.2167572975,1,4
1,1.1807557344,1.5236017704,1,4
1,1.3627425432,1.2825042009,1,4
1,1.0931894779,1.5145772696,1,4
1,0.6960960031,0.6756384373,1,4
1,0.945427537,1.1858839989,1,4
1,1.0515424013,2.2293324471,1,4
1,0.8361393809,1.8728128672,1,4
1,1.3417881727,1.410803318,1,4
1,1.5670067072,2.2599654198,1,4
1,1.7087031603,1.3814233541,1,4
1,1.5046211481,1.6607445478,1,4
1,0.8373348117,1.4032354355,1,4
1,1.7064888477,2.3419952393,1,4
1,1.1481388807,1.3654043674,1,4
1,1.2847994566,1.5858440399,1,4
1,1.1651636362,1.4850606918,1,4
1,1.578838706,1.0387604237,1,4
1,1.2098317146,0.7660541534,1,4
1,1.3037054539,0.9360625744,1,4
1,0.8890339732,1.3486375809,1,4
1,1.5172015429,1.0661536455,1,4
1,0.8036264777,1.6601324081,1,4
1,1.1860642433,2.0619618893,1,4
1,0.7771787047,1.6555459499,1,4
1,2.0581307411,1.5511933565,1,4
1,0.9837679267,1.5349345207,1,4
1,1.3509347439,1.4929451942,1,4
1,1.7321974039,1.2075924873,1,4
1,1.8010463715,1.0347224474,1,4
1,1.7330701351,1.8398406506,1,4
1,1.5917429924,0.6203429699,1,4
1,1.2388429642,0.752967,1,4
1,1.2463854551,0.6954308748,1,4
1,0.7883049846,0.898021698,1,4
1,1.4789075851,0.7365767956,1,4
1,1.4564831257,1.5638906956,1,5
1,1.9513911009,1.3408610821,1,5
1,2.5515470505,1.5918648243,1,5
1,1.7759578228,1.0870865583,1,5
1,2.0816178322,1.4316666126,1,5
1,1.8409714699,1.356092453,1,5
1,1.935436964,1.3429535627,1,5
1,1.8593407869,1.0832214355,1,5
1,1.3038774729,1.0303500891,1,5
1,0.538149178,1.251606822,1,5
1,0.2376422137,0.6827178001,1,5
1,0.4031552672,1.4370871782,1,5
1,1.0302509069,1.971424818,1,5
1,1.9291357994,1.7265139818,1,5
1,1.2739399672,1.106747508,1,5
1,0.6802501082,1.6549032927,1,5
1,0.8972552419,0.7727241516,1,5
1,1.1910771132,1.234203577,1,5
1,1.7058956623,0.6402682662,1,5
1,1.664285779,0.9749419093,1,5
1,1.7598589659,1.2871387005,1,5
1,1.6439775229,1.6338151693,1,5
1,1.320928812,1.8708971739,1,5
1,0.8143110871,1.7947342396,1,5
1,1.9717665911,1.020554781,1,5
1,1.703207612,1.1551389694,1,5
1,1.0929199457,0.2393499762,1,5
1,0.6488127112,0.853209734,1,5
1,1.1561821699,0.9935859442,1,5
1,1.9326957464,-0.283490777,1,5
1,1.197571516,1.3464488983,1,5
1,1.8294360638,0.3642932177,1,5
1,2.0776689053,0.1049912721,1,5
1,1.5680682659,0.88301754,1,5
1,2.2021231651,0.5435163379,1,5
1,1.5417004824,0.9255748987,1,5
1,1.223228097,1.0442774296,1,5
1,1.8895658255,0.6038435102,1,5
1,2.0523071289,-0.0542412251,1,5
1,1.601932168,0.7840513587,1,5
1,1.454362154,1.4546283484,1,5
1,1.4187842607,1.0457909107,1,5
1,1.8139417171,1.1349158287,1,5
1,1.3779278994,1.2025134563,1,5
1,1.6234747171,0.6509684324,1,5
1,1.2217208147,1.261646986,1,5
1,1.1873754263,0.9371795654,1,5
1,0.9882922769,0.9521722198,1,5
1,1.1937826872,1.2650376558,1,5
1,1.2974475622,1.5397235155,1,5
1,1.4263583422,0.1096524149,1,5
1,1.2076650858,1.3811968565,1,5
1,0.9581679702,1.1488513947,1,5
1,1.0232967138,0.8953469992,1,5
1,1.1194813251,1.6043212414,1,5
1,1.210200429,0.9448365569,1,5
1,0.8224660754,1.6146485806,1,5
1,1.0379055738,1.7478253841,1,5
1,0.9384563565,1.1801037788,1,5
1,1.9830446243,1.1441442966,1,5
1,1.9406073093,1.6848239899,1,6
1,1.2519911528,1.4923070669,1,6
1,1.3657556772,1.340492487,1,6
1,1.1745690107,1.3331568241,1,6
1,1.5577558279,1.8289402723,1,6
1,0.8281981349,0.9663051367,1,6
1,1.4060412645,0.611967802,1,6
1,1.1405034065,0.1427838951,1,6
1,0.9378831983,0.6059985757,1,6
1,1.2884252071,0.9189093113,1,6
1,1.3994699717,1.4934344292,1,6
1,1.4860943556,1.2170898914,1,6
1,1.1218407154,1.268370986,1,6
1,1.5610584021,0.8921583891,1,6
1,1.9638800621,1.2903305292,1,6
1,2.0475645065,1.6546392441,1,6
1,2.4054846764,1.5955907106,1,6
1,2.1326236725,2.0606799126,1,6
1,1.7640352249,1.6184669733,1,6
1,1.4034757614,1.8382813931,1,6
1,0.7867732048,1.3283543587,1,6
1,1.4276524782,1.3081086874,1,6
1,0.5865674019,1.2724044323,1,6
1,1.3467550278,1.7957159281,1,6
1,1.2530236244,1.244358778,1,6
1,0.5803471208,1.06242311,1,6
1,0.8134486079,2.1881439686,1,6
1,0.797783792,1.4528356791,1,6
1,1.010879159,2.0118665695,1,6
1,1.0504168272,1.0517786741,1,6
1,1.4574782848,1.1841552258,1,6
1,0.9778913856,1.1261806488,1,6
1,1.2744432688,1.2640523911,1,6
1,1.261736989,1.4502084255,1,6
1,1.2817262411,1.094222188,1,6
1,1.7733647823,1.8499162197,1,6
1,1.5795277357,1.040561676,1,6
1,1.4313635826,1.4192183018,1,6
1,1.7991374731,0.8427327871,1,6
1,1.9877971411,1.8501577377,1,6
1,1.6560742855,0.615672946,1,6
1,1.4748302698,0.8995415568,1,6
1,1.7532427311,1.2912068367,1,6
1,1.6855977774,0.9814651012,1,6
1,1.703187108,1.2925517559,1,6
1,1.2909972668,1.5228440762,1,6
1,1.066849947,1.3430942297,1,6
1,1.5475980043,1.2169550657,1,6
1,1.8122879267,1.1951494217,1,6
1,1.4516800642,1.4869078398,1,6
1,1.4582918882,1.4496994019,1,6
1,1.1084011793,0.6122751832,1,6
1,1.3480495214,0.1310857087,1,6
1,1.4670001268,0.0101167709,1,6
1,1.0730594397,0.2199403793,1,6
1,1.7490530014,0.1910099536,1,6
1,1.5600663424,0.4160531163,1,6
1,1.2425667048,0.4507659674,1,6
1,1.6110187769,1.1705107689,1,6
1,1.5681585073,0.3526899219,1,6
1,1.7750208378,1.3717477322,1,7
1,0.9111843705,1.3345086575,1,7
1,1.8318697214,1.640225172,1,7
1,1.624047637,1.5935508013,1,7
1,1.3261311054,1.4167835712,1,7
1,1.0887545347,1.3376970291,1,7
1,1.3532810211,0.948972404,1,7
1,1.8186016083,1.5593008995,1,7
1,1.7012239695,1.8910677433,1,7
1,0.6863611937,1.3609731197,1,7
1,1.0488603115,0.6615855694,1,7
1,0.9643253088,0.860703826,1,7
1,1.5264695883,0.7282018661,1,7
1,0.8727601767,1.2182439566,1,7
1,1.4490004778,1.3201973438,1,7
1,1.3938304186,0.6618158817,1,7
1,1.3985469341,1.4323064089,1,7
1,1.6990587711,1.287817955,1,7
1,1.5423289537,1.1272330284,1,7
1,1.821228385,1.4641914368,1,7
1,1.8018577099,1.7464498281,1,7
1,0.9127993584,1.0118709803,1,7
1,0.9805487394,1.1594135761,1,7
1,1.6195062399,2.1637198925,1,7
1,0.9130948186,1.4501783848,1,7
1,1.2062705755,1.5647997856,1,7
1,1.6368097067,1.542057395,1,7
1,1.2218780518,1.37116611,1,7
1,0.8228189349,2.1367926598,1,7
1,1.4997534752,1.2271412611,1,7
1,1.3304387331,1.9630404711,1,7
1,1.4011263847,1.2505241632,1,7
1,1.6419799328,1.3173439503,1,7
1,1.5726423264,0.9550449252,1,7
1,1.2789373398,0.8767354488,1,7
1,1.2035127878,1.6722049713,1,7
1,1.3974643946,1.5103219748,1,7
1,1.1583600044,1.2485859394,1,7
1,1.6266878843,1.5862817764,1,7
1,1.5604764223,0.6404811144,1,7
1,2.1444320679,1.6338380575,1,7
1,1.8860111237,0.2440936118,1,7
1,1.1391795874,1.1715679169,1,7
1,1.1921080351,0.8077527285,1,7
1,1.5164695978,0.7159947157,1,7
1,1.6228662729,1.0006432533,1,7
1,1.2028521299,1.7660309076,1,7
1,1.8294180632,1.220027566,1,7
1,1.3741803169,2.1897408962,1,7
1,1.2516791821,1.4865510464,1,7
1,1.4488717318,2.2850091457,1,7
1,1.3260941505,1.3474895954,1,7
1,1.1386066675,0.2482618243,1,7
1,1.2238920927,0.1880052835,1,7
1,1.2829248905,0.4752875566,1,7
1,1.2142549753,0.5961559415,1,7
1,1.4515119791,1.1994411945,1,7
1,1.2297692299,0.4367633462,1,7
1,1.8693896532,0.1257658154,1,7
1,1.7920252085,0.7851647139,1,7
1,1.8432275057,1.5222389698,1,8
1,1.0528997183,1.4279689789,1,8
1,1.5670964718,1.5530608892,1,8
1,1.1453796625,1.4834929705,1,8
1,0.7779914141,1.7120262384,1,8
1,1.0233578682,1.7465375662,1,8
1,0.8621457219,0.9931199551,1,8
1,0.4194878936,0.9620515108,1,8
1,1.0217449665,1.0403294563,1,8
1,1.6771125793,1.1598443985,1,8
1,1.1489213705,0.786401391,1,8
1,1.0961617231,1.3845136166,1,8
1,1.0237234831,1.4703609943,1,8
1,0.9598290324,1.3526591063,1,8
1,1.2902336121,0.766397357,1,8
1,1.5274248123,1.0539306402,1,8
1,2.2677493095,1.2799413204,1,8
1,1.5822254419,1.0653034449,1,8
1,2.0441322327,2.0759105682,1,8
1,1.9983118773,2.1366333961,1,8
1,1.9542971849,1.7561523914,1,8
1,2.2069773674,1.4536590576,1,8
1,2.550924778,1.6417775154,1,8
1,1.5467624664,0.4477671385,1,8
1,1.8466960192,1.3472044468,1,8
1,1.4200618267,0.6348254681,1,8
1,1.2916909456,1.2543048859,1,8
1,0.7185429931,-0.1236303896,1,8
1,1.3982726336,1.0312182903,1,8
1,1.5898529291,0.9079660177,1,8
1,1.6190148592,0.5328572989,1,8
1,1.5623173714,0.983382225,1,8
1,2.1951246262,1.6727232933,1,8
1,1.483591795,1.161411643,1,8
1,1.6693331003,1.3431689739,1,8
1,1.8657902479,1.3508806229,1,8
1,1.355068326,2.0730874538,1,8
1,1.4522485733,1.7432006598,1,8
1,1.1456696987,0.4415827394,1,8
1,1.1306473017,1.67339921,1,8
1,1.0832726955,1.5957243443,1,8
1,1.197635293,0.7387535572,1,8
1,1.7823785543,0.8865923285,1,8
1,1.4144672155,1.5775595903,1,8
1,1.5166486502,1.4920501709,1,8
1,1.5468381643,0.9542080164,1,8
1,1.7124034166,0.6961767077,1,8
1,1.2912849188,0.4586911201,1,8
1,1.5688980818,1.1964020729,1,8
1,1.4284824133,0.7220484614,1,8
1,1.6470712423,0.7331582308,1,8
1,1.6276503801,0.3795589805,1,8
1,1.3119994402,1.1526992321,1,8
1,1.5928356647,0.1062245518,1,8
1,1.0494083166,0.1902280003,1,8
1,2.2930071354,0.3931792974,1,8
1,2.2027294636,0.6266080141,1,8
1,1.5673029423,0.5091865659,1,8
1,0.6418309808,1.1632082462,1,8
1,0.8164449334,0.4867913127,1,8
1,0.6504204273,1.5251075029,1,9
1,1.5079776049,1.8094899654,1,9
1,1.4421000481,1.3024334908,1,9
1,0.9383832216,1.8859198093,1,9
1,1.78056252,1.7932116985,1,9
1,1.1317977905,1.5400915146,1,9
1,1.466204524,1.1092197895,1,9
1,0.7622669935,0.7649425268,1,9
1,1.0305011272,1.5036613941,1,9
1,0.7926915288,1.1201409101,1,9
1,0.2915245891,0.8271811008,1,9
1,0.590523541,0.872440815,1,9
1,0.5558470488,0.7133775949,1,9
1,1.0287305117,1.0637359619,1,9
1,1.4203031063,1.6706779003,1,9
1,1.7597746849,1.9089956284,1,9
1,1.5274624825,1.3704485893,1,9
1,2.0374569893,1.6126060486,1,9
1,1.8084670305,1.5611405373,1,9
1,1.970395565,0.5114825964,1,9
1,1.8965579271,1.5171457529,1,9
1,1.3357744217,1.0354859829,1,9
1,1.2592403889,1.6395139694,1,9
1,1.6635664701,1.3439677954,1,9
1,1.4810894728,1.7940909863,1,9
1,1.8881492615,1.762721777,1,9
1,1.2400314808,1.3891811371,1,9
1,1.3799489737,1.3008221388,1,9
1,1.4358338118,1.2410691977,1,9
1,1.2625855207,1.686181426,1,9
1,1.1199088097,1.840908289,1,9
1,1.1184140444,1.5507718325,1,9
1,1.1988778114,1.2457568645,1,9
1,1.7079284191,1.1226587296,1,9
1,1.4017765522,0.8699362278,1,9
1,1.2535586357,1.0332527161,1,9
1,1.4518178701,1.6273214817,1,9
1,1.2353087664,0.8918991089,1,9
1,1.6450291872,0.9452452064,1,9
1,1.1954929829,0.9605103731,1,9
1,1.2120928764,0.4963388443,1,9
1,1.4564602375,0.4365445375,1,9
1,1.5111247301,0.9810328484,1,9
1,1.2647770643,1.6379611492,1,9
1,1.7790999413,1.8105500937,1,9
1,1.4718185663,1.5810683966,1,9
1,1.312343359,1.4797441959,1,9
1,1.3714660406,1.0055072308,1,9
1,1.5104162693,2.2159323692,1,9
1,1.5515774488,1.9274747372,1,9
1,1.264590621,0.8059242368,1,9
1,0.8464840055,1.7327666283,1,9
1,1.2600359917,1.7942097187,1,9
1,1.2155679464,1.825865984,1,9
1,1.2629402876,1.6112374067,1,9
1,1.5089324713,1.2173807621,1,9
1,1.6477147341,0.2824950814,1,9
1,0.9786160588,0.3143942952,1,9
1,1.0177150965,-0.3889956474,1,9
1,0.8434884548,0.0148825794,1,9
1,1.4209671021,1.3997228146,1,10
1,1.3378924131,1.0918544531,1,10
1,2.0694770813,1.3810199499,1,10
1,1.9853037596,1.5947859287,1,10
1,1.5917642117,0.9551423788,1,10
1,1.1402233839,0.9886815548,1,10
1,1.5756819248,0.9723763466,1,10
1,1.1166946888,0.7586049438,1,10
1,-0.2340746671,1.2691701651,1,10
1,0.0516542643,0.7232985497,1,10
1,0.7320489287,0.726787746,1,10
1,1.8395005465,0.6167085767,1,10
1,1.9487160444,0.4860242605,1,10
1,1.8503476381,-0.1759920567,1,10
1,1.7401353121,0.5749354362,1,10
1,1.5698343515,0.575725019,1,10
1,0.9533274174,0.3723161817,1,10
1,1.8788204193,0.4176462889,1,10
1,2.0709650517,0.9725597501,1,10
1,1.986390233,1.180714488,1,10
1,1.6333292723,2.1989266872,1,10
1,1.1043747663,1.9239404202,1,10
1,1.2930705547,2.0291781425,1,10
1,0.9777823091,1.7301621437,1,10
1,1.3669683933,1.4866478443,1,10
1,1.4221279621,1.375905633,1,10
1,1.3286832571,1.3020461798,1,10
1,1.2479091883,1.2801020145,1,10
1,1.2717670202,1.6858708858,1,10
1,2.1360116005,0.8747791648,1,10
1,1.9203506708,1.3596843481,1,10
1,1.4107706547,1.4081330299,1,10
1,1.528028965,1.7717225552,1,10
1,1.705193162,1.2932790518,1,10
1,1.1578980684,1.9866423607,1,10
1,1.4526475668,1.4848251343,1,10
1,1.7740005255,0.9529891014,1,10
1,1.279399991,1.5866470337,1,10
1,1.2280182838,0.4748131037,1,10
1,1.5106130838,1.3440569639,1,10
1,1.0920381546,1.4495720863,1,10
1,1.1524317265,1.447147727,1,10
1,1.4941911697,1.133351922,1,10
1,1.278465271,1.4701728821,1,10
1,1.7281988859,1.6685153246,1,10
1,1.3842741251,1.0960067511,1,10
1,1.3307980299,1.7899657488,1,10
1,1.151204586,1.3695104122,1,10
1,1.4370782375,1.4601693153,1,10
1,1.3433631659,1.7635059357,1,10
1,1.7455502748,0.9461631179,1,10
1,1.0472948551,2.2012059689,1,10
1,1.2873016596,0.7597283721,1,10
1,1.3832579851,1.781095624,1,10
1,1.4626485109,1.4030067921,1,10
1,1.5523768663,0.6582552195,1,10
1,2.3587999344,0.7385876775,1,10
1,1.5985715389,0.5619525909,1,10
1,2.0471978188,0.9542034864,1,10
1,1.5112456083,0.1303011924,1,10
1,1.2822864056,1.3774712086,1,1
1,1.6307934523,1.8478357792,1,1
1,1.2786455154,1.61807549,1,1
1,0.910805285,2.1319539547,1,1
1,0.7547325492,2.113894701,1,1
1,0.4096947312,1.5541546345,1,1
1,0.0938924998,0.6953254938,1,1
1,1.3300367594,0.7197563648,1,1
1,1.475025773,0.2665535808,1,1
1,1.4878268242,0.5421037078,1,1
1,1.8611531258,0.9942932129,1,1
1,0.7289984822,1.4975409508,1,1
1,0.5174631476,1.038957119,1,1
1,0.4969220757,0.6539443731,1,1
1,1.3046706915,0.9001755714,1,1
1,1.8225382566,1.3581848145,1,1
1,2.2684361935,1.3578562737,1,1
1,2.1946835518,1.5075830221,1,1
1,1.5891596079,1.5427796841,1,1
1,1.2158606052,1.4635047913,1,1
1,0.1430805176,1.7780665159,1,1
1,0.7639679313,1.0977805853,1,1
1,0.8879523873,1.5699424744,1,1
1,0.6699313521,0.3555819392,1,1
1,1.9545699358,1.3395909071,1,1
1,2.0981814861,1.1475988626,1,1
1,1.9836229086,1.4065556526,1,1
1,1.650978446,0.9531441331,1,1
1,1.8602473736,0.8489913344,1,1
1,1.5007027388,1.2224445343,1,1
1,1.5952119827,1.4195460081,1,1
1,1.8634282351,0.8469457626,1,1
1,1.2850723267,1.2883427143,1,1
1,1.2782114744,1.2894365788,1,1
1,1.29195714,1.0789238214,1,1
1,2.0009758472,1.4965971708,1,1
1,1.5790032148,0.9981925488,1,1
1,1.4084430933,1.0022572279,1,1
1,1.4094774723,0.879822731,1,1
1,1.8691496849,0.5482497215,1,1
1,1.4273887873,1.0566312075,1,1
1,1.4076390266,1.305817008,1,1
1,1.4815829992,1.4057269096,1,1
1,1.4718292952,0.7931568027,1,1
1,1.3442319632,1.0209124088,1,1
1,1.3421344757,0.9353092909,1,1
1,1.4561568499,0.9108574986,1,1
1,1.7780950069,1.0127021074,1,1
1,1.5136117935,0.9663664103,1,1
1,1.3408571482,0.7046191692,1,1
1,1.6147024632,0.8512581587,1,1
1,1.3689562082,1.1966757774,1,1
1,1.8443733454,1.1578704119,1,1
1,1.3765640259,1.3236224651,1,1
1,1.7847598791,1.2035895586,1,1
1,1.48505795,1.9549301863,1,1
1,1.6879742146,1.2430710793,1,1
1,1.7800885439,-0.1714560241,1,1
1,1.7126797438,0.9579129219,1,1
1,1.6550837755,0.7241181731,1,1
1,1.2219086885,1.1028370857,1,2
1,2.0139927864,1.3721394539,1,2
1,1.27746737,1.2661991119,1,2
1,1.6648057699,2.2086193562,1,2
1,1.8848880529,1.4278510809,1,2
1,1.1489335299,1.3995687962,1,2
1,0.7311885953,0.9252627492,1,2
1,1.141951561,0.6704527736,1,2
1,0.7573648095,1.1043095589,1,2
1,0.8468005657,0.5562797189,1,2
1,0.811342299,1.2070307732,1,2
1,1.0111336708,1.0537561178,1,2
1,1.0012923479,0.8995760083,1,2
1,1.509457469,1.3765586615,1,2
1,1.7016254663,0.9856520295,1,2
1,1.1812931299,0.9152930379,1,2
1,1.7052110434,0.8366311789,1,2
1,1.5911096334,1.5010783672,1,2
1,2.1236562729,1.6312534809,1,2
1,1.4539296627,2.1217224598,1,2
1,1.43610847,1.7551399469,1,2
1,1.7321321964,2.0944626331,1,2
1,2.0986733437,1.8850154877,1,2
1,1.785549283,2.0124709606,1,2
1,1.7058032751,1.875123024,1,2
1,1.7614777088,2.0201311111,1,2
1,2.3423862457,1.3581974506,1,2
1,1.7001004219,1.6164085865,1,2
1,1.3039228916,1.5154392719,1,2
1,1.8496209383,1.7395967245,1,2
1,1.615563035,1.7267186642,1,2
1,1.5461643934,1.8183612823,1,2
1,1.7307926416,1.7731034756,1,2
1,1.9833619595,1.3502326012,1,2
1,1.7946587801,1.3105313778,1,2
1,1.3876310587,1.4901765585,1,2
1,1.7440572977,1.2227357626,1,2
1,1.4196177721,1.0750371218,1,2
1,1.6070443392,0.9496200085,1,2
1,1.3581818342,1.1856585741,1,2
1,1.3937312365,0.9658145905,1,2
1,1.3996106386,1.605476141,1,2
1,1.8419640064,1.983250618,1,2
1,1.5419242382,1.8365731239,1,2
