step,r_position_x,r_position_y,r_position_z,r_orientation_x,r_orientation_y,r_orientation_z,r_orientation_w,l_position_x,l_position_y,l_position_z,l_orientation_x,l_orientation_y,l_orientation_z,l_orientation_w,direction,gripper
1,0.5516303127,0.0050031611,0.4042866942,-0.9999870137,-0.0040696703,0.00263978,0.0015626313,0.7460566155,0.1813695582,0.0530416793,-0.9999870137,-0.0052988133,-0.0005417507,0.0004668552,left,open
1,0.5523771933,0.0052024562,0.4048652279,-0.999986682,-0.0032011851,0.0027121198,0.0030054276,0.7443811216,0.1806138604,0.2393032933,-0.999986682,-0.0064775693,-0.0057723255,0.0015384837,left,open
1,0.552038361,0.0053927297,0.4041679615,-0.999983871,-0.0044696211,0.002493389,0.0024623719,0.7452910802,0.0294648988,0.2395826722,-0.999983871,0.0043011844,0.008599642,0.0034405717,left,open
1,0.5519888367,0.0056158,0.4978654204,-0.9999749088,-0.0060730017,0.0019906993,0.0030557356,0.7450737839,0.0306461089,0.2398733298,-0.9999749088,0.0014961158,0.003977313,0.0082290388,right,open
1,0.5521773686,0.005816522,0.498049558,-0.7282046648,-0.6853043525,-0.0015678947,0.0085704319,0.7458563345,0.029864038,0.2394263948,-0.7282046648,0.0023282092,0.0034082228,0.0040097166,right,open
6,0.5500836661,0.0036731967,0.4971625588,-0.7282371382,-0.6852744193,0.0029816476,0.0077942616,0.6778302229,0.0356550455,0.2375287222,-0.7282371382,-0.0025182266,0.0057684049,0.0039343911,left,w_r_o_l_c
