step,r_position_x,r_position_y,r_position_z,r_orientation_x,r_orientation_y,r_orientation_z,r_orientation_w,l_position_x,l_position_y,l_position_z,l_orientation_x,l_orientation_y,l_orientation_z,l_orientation_w,direction,gripper
1,0.5525794334,0.0050175664,0.4033704413,-0.9999560717,-0.0055131545,0.0039856017,0.0064478546,0.7477869963,0.2384002007,0.0454009223,-0.9999560717,0.0076272206,0.0044310124,0.0041319692,left,open
2,0.5527182229,0.0051866198,0.4035466723,-0.9999567386,-0.0059205141,0.0034927023,0.0062665406,0.747398175,0.2399206107,-0.0770333399,-0.9999567386,0.0035679559,0.0011795337,0.0027193884,left,open
3,0.5528827522,0.0048441235,0.4035423403,-0.9999635373,-0.0053409657,0.0030207861,0.0059391035,0.7468195609,0.0460953626,-0.0808567807,-0.9999635373,-0.0004875792,0.0040513213,0.0066365914,left,open
4,0.552873491,0.0045006499,0.4029921852,-0.9999548002,-0.0064416995,0.0037806052,0.0058829555,0.7474813021,0.0442963425,0.0205322706,-0.9999548002,0.0024172901,-0.0010530412,0.0046208353,left,open
5,0.5529668374,0.0045053076,0.4032424759,-0.9999557548,-0.0058866559,0.0038703708,0.0062334604,0.6508982226,0.046497241,0.0187312684,-0.9999557548,0.0029803657,-0.0041443557,0.0035955674,left,open
6,0.9110758027,-1.1026789452,0.3084404373,0.268953676,0.6547088011,-0.2713023707,0.652238706,0.9149330197,1.0994367508,0.3088905911,0.268953676,0.6542538131,0.2684406512,0.6537362278,left,l_c_r_o
