step,r_position_x,r_position_y,r_position_z,r_orientation_x,r_orientation_y,r_orientation_z,r_orientation_w,l_position_x,l_position_y,l_position_z,l_orientation_x,l_orientation_y,l_orientation_z,l_orientation_w,direction,gripper
1,0.4317622692,0.2653787859,0.2568788222,-0.5,-0.5,-0.5,0.5,0.4964878241,0.2062757823,0.2877437629,-0.9997288045,-0.0141671028,-0.0184793976,0.0003500128,left,open
2,0.434486595,0.0415900058,0.2551511974,-1,0,0,0,0.4983300512,0.2068726195,0.2877263848,-0.9991401963,-0.0334037713,-0.0100795179,0.0223932918,right,open
3,0.7175174824,-0.0265126681,0.2546806087,-1,0,0,0,0.7114606064,0.2030170204,0.2880347518,-1,0,0,0,both,open
4,0.6305351193,-0.0250838203,0.1178785148,-1,0,0,0,0.6333105191,0.2013744763,0.089433318,-1,0,0,0,both,open
5,0.5032560224,-0.0265522324,0.0358604692,-1,0,0,0,0.5135188333,0.1995688606,0.0128203208,-1,0,0,0,both,open
6,0.291261088,-0.0264508122,-0.0417576141,-1,0,0,0,0.3303178219,0.2074271195,-0.0572587645,-1,0,0,0,both,open
7,0.2927429492,-0.0147646821,-0.2146416018,-1,0,0,0,0.3373890759,0.2047985203,-0.2112955611,-1,0,0,0,both,w_r_o_l_o
