step,r_position_x,r_position_y,r_position_z,r_orientation_x,r_orientation_y,r_orientation_z,r_orientation_w,l_position_x,l_position_y,l_position_z,l_orientation_x,l_orientation_y,l_orientation_z,l_orientation_w,direction,gripper
1,0.5532318664,0.0059048271,0.4039066387,-0.5217716624,-0.853034337,0.0044707844,0.0081709462,0.7565116227,0.5929867009,0.0577457262,-0.5217716624,0.0107612453,-0.0019338832,0.0055803946,right,open
2,0.5529753044,0.0056871965,0.4036258559,-0.5184528109,-0.8549934208,0.0071441373,0.0119119515,0.743601168,0.0223030273,0.0500126945,-0.5184528109,-0.0092806507,-0.0022046512,0.0003159805,left,open
3,0.5519965776,0.0055102284,0.4032442401,-0.5203112797,-0.8538712717,0.0098115774,0.0091518616,0.7461547732,0.0225151051,-0.1060591674,-0.5203112797,0.0158647373,0.0055387537,0.0019956486,left,open
4,0.5534311229,0.0055160722,0.4038048057,-0.5173002281,-0.8557213616,0.0082368124,0.0085778873,0.741897798,0.0231307647,0.0625926569,0.5,0,0,0.5,left,open
5,0.5534047405,0.0058649457,0.4038910595,-0.5194252811,-0.8544679672,-0.0015812949,0.0089089772,0.7434716213,0.0217321722,0.0631497136,0.5,-0.5,0.5,0.5,left,w_r_o_l_c
6,0.5529507976,0.0058093367,0.403314954,0.6980901212,-0.7159718988,-0.0064182203,0.0036372095,0.7060262775,0.3574622744,0.4211775017,-0.7,0.7,0,0,left,open
7,0.5523054346,0.005989312,0.4038215749,0.7037253628,-0.7104396631,0.0041340318,0.005385969,0.2881682894,0.3481690204,0.4208179862,-0.7,0.7,0,0,left,open
8,0.4284039475,0.2248132128,-0.2923826456,-0.5,0.5,0.5,0.5,0.2878773468,0.3509169333,0.4191575,-0.6961613175,0.7178186828,0.0065229143,0.0072945305,right,w_r_c
9,0.4171531815,-0.1527316894,0.3988946473,-0.7,0.7,0,0,0.2873050944,0.3499266327,0.4203047245,0.7195373186,-0.6939105543,-0.0039075751,0.0271830929,right,open
10,0.7383486679,-0.1527220491,0.3996738724,-0.7,0.7,0,0,0.7146942372,0.3367300732,0.4043761308,0.6991384085,-0.714413733,0.00037961,0.0286069878,both,open
11,0.7380127059,-0.1497363389,-0.0055886753,-0.7,0.7,0,0,0.7021723916,0.323129025,-0.0016970502,0.6994449288,-0.7142928102,0.0008198089,0.0237044455,both,open
12,0.3262798525,-0.1463217293,-0.0050877174,0.7,-0.7,0,0,0.3296898101,0.3274550755,0.0121951928,0.7030468253,-0.7106865027,0.0002568914,0.0254909851,both,open
13,0.3268134661,-0.1460064122,-0.1419210592,-0.7,0.7,0,0,0.3219855084,0.3203667624,-0.1485510856,0.7022079923,-0.7112836894,-0.0001857533,0.0312955947,both,w_r_o_l_o
